Thickness_mm,Modulus_GPa,LoadLevel_kN,Subgrade_K_MPam,LoadPosition,Flexure_SR
100,30,20,275,IL,0.65
100,30,20,300,CL,0.32
100,30,20,300,EL,0.88
100,30,20,300,IL,0.64
100,30,22.5,200,CL,0.36
100,30,22.5,200,EL,0.99
100,30,22.5,200,IL,0.74
100,30,22.5,225,CL,0.36
100,30,22.5,225,EL,0.98
100,30,22.5,225,IL,0.73
100,30,22.5,250,CL,0.35
100,30,22.5,250,EL,0.97
100,30,22.5,250,IL,0.72
100,30,22.5,275,CL,0.35
100,30,22.5,275,EL,0.97
100,30,22.5,275,IL,0.71
100,30,22.5,300,CL,0.35
100,30,22.5,300,EL,0.96
100,30,22.5,300,IL,0.71
100,30,25,200,CL,0.38
100,30,25,200,EL,1.06
100,30,25,200,IL,0.8
100,30,25,225,CL,0.38
100,30,25,225,EL,1.05
100,30,25,225,IL,0.79
100,30,25,250,CL,0.38
100,30,25,250,EL,1.04
100,30,25,250,IL,0.79
100,30,25,275,CL,0.37
100,30,25,275,EL,1.03
100,30,25,275,IL,0.78
100,30,25,300,CL,0.37
100,30,25,300,EL,1.02
100,30,25,300,IL,0.77
100,30,27.5,200,CL,0.41
100,30,27.5,200,EL,1.13
100,30,27.5,200,IL,0.86
100,30,27.5,225,CL,0.41
100,30,27.5,225,EL,1.12
100,30,27.5,225,IL,0.85
100,30,27.5,250,CL,0.41
100,30,27.5,250,EL,1.11
100,30,27.5,250,IL,0.84
100,30,27.5,275,CL,0.41
100,30,27.5,275,EL,1.1
100,30,27.5,275,IL,0.84
100,30,27.5,300,CL,0.41
100,30,27.5,300,EL,1.08
100,30,27.5,300,IL,0.83
100,30,30,200,CL,0.44
100,30,30,200,EL,1.2
100,30,30,200,IL,0.93
100,30,30,225,CL,0.44
100,30,30,225,EL,1.18
100,30,30,225,IL,0.92
100,30,30,250,CL,0.44
100,30,30,250,EL,1.17
100,30,30,250,IL,0.91
100,30,30,275,CL,0.43
100,30,30,275,EL,1.16
100,30,30,275,IL,0.9
100,30,30,300,CL,0.43
100,30,30,300,EL,1.15
100,30,30,300,IL,0.89
100,35,20,200,CL,0.29
100,35,20,200,EL,0.79
100,35,20,200,IL,0.58
100,35,20,225,CL,0.28
100,35,20,225,EL,0.78
100,35,20,225,IL,0.57
100,35,20,250,CL,0.28
100,35,20,250,EL,0.78
100,35,20,250,IL,0.57
100,35,20,275,CL,0.28
100,35,20,275,EL,0.77
100,35,20,275,IL,0.56
100,35,20,300,CL,0.28
100,35,20,300,EL,0.76
100,35,20,300,IL,0.56
100,35,22.5,200,CL,0.31
100,35,22.5,200,EL,0.86
100,35,22.5,200,IL,0.64
100,35,22.5,225,CL,0.31
100,35,22.5,225,EL,0.85
100,35,22.5,225,IL,0.63
100,35,22.5,250,CL,0.31
100,35,22.5,250,EL,0.85
100,35,22.5,250,IL,0.63
100,35,22.5,275,CL,0.3
100,35,22.5,275,EL,0.84
100,35,22.5,275,IL,0.62
100,35,22.5,300,CL,0.3
100,35,22.5,300,EL,0.83
100,35,22.5,300,IL,0.62
100,35,25,200,CL,0.33
100,35,25,200,EL,0.92
100,35,25,200,IL,0.7
100,35,25,225,CL,0.33
100,35,25,225,EL,0.91
100,35,25,225,IL,0.69
100,35,25,250,CL,0.33
100,35,25,250,EL,0.9
100,35,25,250,IL,0.68
100,35,25,275,CL,0.32
100,35,25,275,EL,0.9
100,35,25,275,IL,0.68
100,35,25,300,CL,0.32
100,35,25,300,EL,0.89
100,35,25,300,IL,0.67
100,35,27.5,200,CL,0.36
100,35,27.5,200,EL,0.98
100,35,27.5,200,IL,0.75
100,35,27.5,225,CL,0.36
100,35,27.5,225,EL,0.97
100,35,27.5,225,IL,0.74
100,35,27.5,250,CL,0.35
100,35,27.5,250,EL,0.96
100,35,27.5,250,IL,0.73
100,35,27.5,275,CL,0.35
100,35,27.5,275,EL,0.95
100,35,27.5,275,IL,0.73
100,35,27.5,300,CL,0.35
100,35,27.5,300,EL,0.95
100,35,27.5,300,IL,0.72
100,35,30,200,CL,0.38
100,35,30,200,EL,1.04
100,35,30,200,IL,0.81
100,35,30,225,CL,0.38
100,35,30,225,EL,1.03
100,35,30,225,IL,0.8
100,35,30,250,CL,0.38
100,35,30,250,EL,1.02
100,35,30,250,IL,0.79
100,35,30,275,CL,0.37
100,35,30,275,EL,1.01
100,35,30,275,IL,0.79
100,35,30,300,CL,0.37
100,35,30,300,EL,1
100,35,30,300,IL,0.78
125,20,20,200,CL,0.31
125,20,20,200,EL,0.88
125,20,20,200,IL,0.64
125,20,20,225,CL,0.31
125,20,20,225,EL,0.87
125,20,20,225,IL,0.63
125,20,20,250,CL,0.31
125,20,20,250,EL,0.87
125,20,20,250,IL,0.63
125,20,20,275,CL,0.3
125,20,20,275,EL,0.86
125,20,20,275,IL,0.62
125,20,20,300,CL,0.3
125,20,20,300,EL,0.85
125,20,20,300,IL,0.62
125,20,22.5,200,CL,0.3
125,20,22.5,200,EL,0.85
125,20,22.5,200,IL,0.63
125,20,22.5,225,CL,0.3
125,20,22.5,225,EL,0.85
125,20,22.5,225,IL,0.63
125,20,22.5,250,CL,0.3
125,20,22.5,250,EL,0.84
125,20,22.5,250,IL,0.62
125,20,22.5,275,CL,0.3
125,20,22.5,275,EL,0.84
125,20,22.5,275,IL,0.62
125,20,22.5,300,CL,0.29
125,20,22.5,300,EL,0.83
125,20,22.5,300,IL,0.61
125,20,25,200,CL,0.29
125,20,25,200,EL,0.82
125,20,25,200,IL,0.62
125,20,25,225,CL,0.29
125,20,25,225,EL,0.81
125,20,25,225,IL,0.62
125,20,25,250,CL,0.29
125,20,25,250,EL,0.81
125,20,25,250,IL,0.61
125,20,25,275,CL,0.28
125,20,25,275,EL,0.8
125,20,25,275,IL,0.61
125,20,25,300,CL,0.28
125,20,25,300,EL,0.8
125,20,25,300,IL,0.6
125,20,27.5,200,CL,0.29
125,20,27.5,200,EL,0.8
125,20,27.5,200,IL,0.61
125,20,27.5,225,CL,0.29
125,20,27.5,225,EL,0.79
125,20,27.5,225,IL,0.6
125,20,27.5,250,CL,0.28
125,20,27.5,250,EL,0.78
125,20,27.5,250,IL,0.6
125,20,27.5,275,CL,0.28
125,20,27.5,275,EL,0.78
125,20,27.5,275,IL,0.59
125,20,27.5,300,CL,0.28
125,20,27.5,300,EL,0.77
125,20,27.5,300,IL,0.59
125,20,30,200,CL,0.28
125,20,30,200,EL,0.78
125,20,30,200,IL,0.6
125,20,30,225,CL,0.28
125,20,30,225,EL,0.77
125,20,30,225,IL,0.6
125,20,30,250,CL,0.28
125,20,30,250,EL,0.76
125,20,30,250,IL,0.59
125,20,30,275,CL,0.28
125,20,30,275,EL,0.76
125,20,30,275,IL,0.59
125,20,30,300,CL,0.28
125,20,30,300,EL,0.75
125,20,30,300,IL,0.58
125,25,20,200,CL,0.31
125,25,20,200,EL,0.89
125,25,20,200,IL,0.65
125,25,20,225,CL,0.31
125,25,20,225,EL,0.89
125,25,20,225,IL,0.64
125,25,20,250,CL,0.31
125,25,20,250,EL,0.88
125,25,20,250,IL,0.64
125,25,20,275,CL,0.31
125,25,20,275,EL,0.87
125,25,20,275,IL,0.64
125,25,20,300,CL,0.31
125,25,20,300,EL,0.87
125,25,20,300,IL,0.63
125,25,22.5,200,CL,0.3
125,25,22.5,200,EL,0.87
125,25,22.5,200,IL,0.64
125,25,22.5,225,CL,0.3
125,25,22.5,225,EL,0.86
125,25,22.5,225,IL,0.64
125,25,22.5,250,CL,0.3
125,25,22.5,250,EL,0.86
125,25,22.5,250,IL,0.63
125,25,22.5,275,CL,0.3
125,25,22.5,275,EL,0.85
125,25,22.5,275,IL,0.63
125,25,22.5,300,CL,0.3
125,25,22.5,300,EL,0.84
125,25,22.5,300,IL,0.62
125,25,25,200,CL,0.29
125,25,25,200,EL,0.83
125,25,25,200,IL,0.63
125,25,25,225,CL,0.29
125,25,25,225,EL,0.83
125,25,25,225,IL,0.63
125,25,25,250,CL,0.29
125,25,25,250,EL,0.82
125,25,25,250,IL,0.62
125,25,25,275,CL,0.29
125,25,25,275,EL,0.82
125,25,25,275,IL,0.62
125,25,25,300,CL,0.29
125,25,25,300,EL,0.81
125,25,25,300,IL,0.61
125,25,27.5,200,CL,0.29
125,25,27.5,200,EL,0.81
125,25,27.5,200,IL,0.62
125,25,27.5,225,CL,0.29
125,25,27.5,225,EL,0.8
125,25,27.5,225,IL,0.61
125,25,27.5,250,CL,0.29
125,25,27.5,250,EL,0.8
125,25,27.5,250,IL,0.61
125,25,27.5,275,CL,0.29
125,25,27.5,275,EL,0.79
125,25,27.5,275,IL,0.6
125,25,27.5,300,CL,0.28
125,25,27.5,300,EL,0.79
125,25,27.5,300,IL,0.6
125,25,30,200,CL,0.28
125,25,30,200,EL,0.79
125,25,30,200,IL,0.61
125,25,30,225,CL,0.28
125,25,30,225,EL,0.78
125,25,30,225,IL,0.61
125,25,30,250,CL,0.28
125,25,30,250,EL,0.78
125,25,30,250,IL,0.6
125,25,30,275,CL,0.28
125,25,30,275,EL,0.77
125,25,30,275,IL,0.6
125,25,30,300,CL,0.28
125,25,30,300,EL,0.77
125,25,30,300,IL,0.6
125,30,20,200,CL,0.31
125,30,20,200,EL,0.9
125,30,20,200,IL,0.65
125,30,20,225,CL,0.31
125,30,20,225,EL,0.89
125,30,20,225,IL,0.65
125,30,20,250,CL,0.31
125,30,20,250,EL,0.89
125,30,20,250,IL,0.65
125,30,20,275,CL,0.31
125,30,20,275,EL,0.88
125,30,20,275,IL,0.64
125,30,20,300,CL,0.31
125,30,20,300,EL,0.88
125,30,20,300,IL,0.64
125,30,22.5,200,CL,0.3
125,30,22.5,200,EL,0.87
125,30,22.5,200,IL,0.65
125,30,22.5,225,CL,0.3
125,30,22.5,225,EL,0.87
125,30,22.5,225,IL,0.64
125,30,22.5,250,CL,0.3
125,30,22.5,250,EL,0.86
125,30,22.5,250,IL,0.64
125,30,22.5,275,CL,0.3
125,30,22.5,275,EL,0.86
125,30,22.5,275,IL,0.64
125,30,22.5,300,CL,0.3
125,30,22.5,300,EL,0.86
125,30,22.5,300,IL,0.63
125,30,25,200,CL,0.29
125,30,25,200,EL,0.84
125,30,25,200,IL,0.64
125,30,25,225,CL,0.29
125,30,25,225,EL,0.84
125,30,25,225,IL,0.63
125,30,25,250,CL,0.29
125,30,25,250,EL,0.83
125,30,25,250,IL,0.63
125,30,25,275,CL,0.29
125,30,25,275,EL,0.83
125,30,25,275,IL,0.63
125,30,25,300,CL,0.29
125,30,25,300,EL,0.82
125,30,25,300,IL,0.62
125,30,27.5,200,CL,0.29
125,30,27.5,200,EL,0.82
125,30,27.5,200,IL,0.62
125,30,27.5,225,CL,0.29
125,30,27.5,225,EL,0.81
125,30,27.5,225,IL,0.62
125,30,27.5,250,CL,0.29
125,30,27.5,250,EL,0.81
125,30,27.5,250,IL,0.62
125,30,27.5,275,CL,0.29
125,30,27.5,275,EL,0.8
125,30,27.5,275,IL,0.61
125,30,27.5,300,CL,0.29
125,30,27.5,300,EL,0.8
125,30,27.5,300,IL,0.61
125,30,30,200,CL,0.29
125,30,30,200,EL,0.79
125,30,30,200,IL,0.62
125,30,30,225,CL,0.28
125,30,30,225,EL,0.79
125,30,30,225,IL,0.61
125,30,30,250,CL,0.28
125,30,30,250,EL,0.79
125,30,30,250,IL,0.61
125,30,30,275,CL,0.28
125,30,30,275,EL,0.78
125,30,30,275,IL,0.61
125,30,30,300,CL,0.28
125,30,30,300,EL,0.78
125,30,30,300,IL,0.6
125,35,20,200,CL,0.32
125,35,20,200,EL,0.9
125,35,20,200,IL,0.66
125,35,20,225,CL,0.31
125,35,20,225,EL,0.9
125,35,20,225,IL,0.66
125,35,20,250,CL,0.31
125,35,20,250,EL,0.9
125,35,20,250,IL,0.65
125,35,20,275,CL,0.31
125,35,20,275,EL,0.89
125,35,20,275,IL,0.65
125,35,20,300,CL,0.31
125,35,20,300,EL,0.89
125,35,20,300,IL,0.65
125,35,22.5,200,CL,0.31
125,35,22.5,200,EL,0.88
125,35,22.5,200,IL,0.65
125,35,22.5,225,CL,0.31
125,35,22.5,225,EL,0.88
125,35,22.5,225,IL,0.65
125,35,22.5,250,CL,0.3
125,35,22.5,250,EL,0.87
125,35,22.5,250,IL,0.65
125,35,22.5,275,CL,0.3
125,35,22.5,275,EL,0.87
125,35,22.5,275,IL,0.64
125,35,22.5,300,CL,0.3
125,35,22.5,300,EL,0.86
125,35,22.5,300,IL,0.64
125,35,25,200,CL,0.3
125,35,25,200,EL,0.85
125,35,25,200,IL,0.64
125,35,25,225,CL,0.29
125,35,25,225,EL,0.84
125,35,25,225,IL,0.64
125,35,25,250,CL,0.29
125,35,25,250,EL,0.84
125,35,25,250,IL,0.63
125,35,25,275,CL,0.29
125,35,25,275,EL,0.83
125,35,25,275,IL,0.63
125,35,25,300,CL,0.29
125,35,25,300,EL,0.83
125,35,25,300,IL,0.63
125,35,27.5,200,CL,0.29
125,35,27.5,200,EL,0.82
125,35,27.5,200,IL,0.63
125,35,27.5,225,CL,0.29
125,35,27.5,225,EL,0.82
125,35,27.5,225,IL,0.62
125,35,27.5,250,CL,0.29
125,35,27.5,250,EL,0.81
125,35,27.5,250,IL,0.62
125,35,27.5,275,CL,0.29
125,35,27.5,275,EL,0.81
125,35,27.5,275,IL,0.62
125,35,27.5,300,CL,0.29
125,35,27.5,300,EL,0.8
125,35,27.5,300,IL,0.61
125,35,30,200,CL,0.29
125,35,30,200,EL,0.8
125,35,30,200,IL,0.62
125,35,30,225,CL,0.29
125,35,30,225,EL,0.8
125,35,30,225,IL,0.62
125,35,30,250,CL,0.29
125,35,30,250,EL,0.79
125,35,30,250,IL,0.62
125,35,30,275,CL,0.28
125,35,30,275,EL,0.79
125,35,30,275,IL,0.61
125,35,30,300,CL,0.28
125,35,30,300,EL,0.78
125,35,30,300,IL,0.61
150,20,20,200,CL,0.21
150,20,20,200,EL,0.62
150,20,20,200,IL,0.45
150,20,20,225,CL,0.21
150,20,20,225,EL,0.61
150,20,20,225,IL,0.45
150,20,20,250,CL,0.2
150,20,20,250,EL,0.61
150,20,20,250,IL,0.44
150,20,20,275,CL,0.2
150,20,20,275,EL,0.61
150,20,20,275,IL,0.44
150,20,20,300,CL,0.2
150,20,20,300,EL,0.61
150,20,20,300,IL,0.44
150,20,22.5,200,CL,0.23
150,20,22.5,200,EL,0.68
150,20,22.5,200,IL,0.5
150,20,22.5,225,CL,0.23
150,20,22.5,225,EL,0.67
150,20,22.5,225,IL,0.5
150,20,22.5,250,CL,0.23
150,20,22.5,250,EL,0.67
150,20,22.5,250,IL,0.5
150,20,22.5,275,CL,0.23
150,20,22.5,275,EL,0.67
150,20,22.5,275,IL,0.49
150,20,22.5,300,CL,0.23
150,20,22.5,300,EL,0.66
150,20,22.5,300,IL,0.49
150,20,25,200,CL,0.25
150,20,25,200,EL,0.73
150,20,25,200,IL,0.55
150,20,25,225,CL,0.25
150,20,25,225,EL,0.72
150,20,25,225,IL,0.54
150,20,25,250,CL,0.25
150,20,25,250,EL,0.72
150,20,25,250,IL,0.54
150,20,25,275,CL,0.24
150,20,25,275,EL,0.71
150,20,25,275,IL,0.54
150,20,25,300,CL,0.24
150,20,25,300,EL,0.71
150,20,25,300,IL,0.54
150,20,27.5,200,CL,0.27
150,20,27.5,200,EL,0.77
150,20,27.5,200,IL,0.59
150,20,27.5,225,CL,0.27
150,20,27.5,225,EL,0.77
150,20,27.5,225,IL,0.59
150,20,27.5,250,CL,0.27
150,20,27.5,250,EL,0.77
150,20,27.5,250,IL,0.58
150,20,27.5,275,CL,0.27
150,20,27.5,275,EL,0.76
150,20,27.5,275,IL,0.58
150,20,27.5,300,CL,0.27
150,20,27.5,300,EL,0.76
150,20,27.5,300,IL,0.58
150,20,30,200,CL,0.29
150,20,30,200,EL,0.82
150,20,30,200,IL,0.64
150,20,30,225,CL,0.29
150,20,30,225,EL,0.82
150,20,30,225,IL,0.64
150,20,30,250,CL,0.29
150,20,30,250,EL,0.82
150,20,30,250,IL,0.64
150,20,30,275,CL,0.29
150,20,30,275,EL,0.81
150,20,30,275,IL,0.63
150,20,30,300,CL,0.29
150,20,30,300,EL,0.81
150,20,30,300,IL,0.63
150,25,20,200,CL,0.17
150,25,20,200,EL,0.5
150,25,20,200,IL,0.36
150,25,20,225,CL,0.17
150,25,20,225,EL,0.5
150,25,20,225,IL,0.36
150,25,20,250,CL,0.17
150,25,20,250,EL,0.49
150,25,20,250,IL,0.36
150,25,20,275,CL,0.16
150,25,20,275,EL,0.49
150,25,20,275,IL,0.36
150,25,20,300,CL,0.16
150,25,20,300,EL,0.49
150,25,20,300,IL,0.36
150,25,22.5,200,CL,0.18
150,25,22.5,200,EL,0.55
150,25,22.5,200,IL,0.4
150,25,22.5,225,CL,0.18
150,25,22.5,225,EL,0.54
150,25,22.5,225,IL,0.4
150,25,22.5,250,CL,0.18
150,25,22.5,250,EL,0.54
150,25,22.5,250,IL,0.4
150,25,22.5,275,CL,0.18
150,25,22.5,275,EL,0.54
150,25,22.5,275,IL,0.4
150,25,22.5,300,CL,0.18
150,25,22.5,300,EL,0.54
150,25,22.5,300,IL,0.4
150,25,25,200,CL,0.2
150,25,25,200,EL,0.59
150,25,25,200,IL,0.44
150,25,25,225,CL,0.2
150,25,25,225,EL,0.58
150,25,25,225,IL,0.44
150,25,25,250,CL,0.2
150,25,25,250,EL,0.58
150,25,25,250,IL,0.44
150,25,25,275,CL,0.2
150,25,25,275,EL,0.58
150,25,25,275,IL,0.44
150,25,25,300,CL,0.2
150,25,25,300,EL,0.58
150,25,25,300,IL,0.43
150,25,27.5,200,CL,0.22
150,25,27.5,200,EL,0.62
150,25,27.5,200,IL,0.48
150,25,27.5,225,CL,0.22
150,25,27.5,225,EL,0.62
150,25,27.5,225,IL,0.48
150,25,27.5,250,CL,0.22
150,25,27.5,250,EL,0.62
150,25,27.5,250,IL,0.47
150,25,27.5,275,CL,0.22
150,25,27.5,275,EL,0.62
150,25,27.5,275,IL,0.47
150,25,27.5,300,CL,0.21
150,25,27.5,300,EL,0.61
150,25,27.5,300,IL,0.47
150,25,30,200,CL,0.23
150,25,30,200,EL,0.67
150,25,30,200,IL,0.52
150,25,30,225,CL,0.23
150,25,30,225,EL,0.66
150,25,30,225,IL,0.52
150,25,30,250,CL,0.23
150,25,30,250,EL,0.66
150,25,30,250,IL,0.51
150,25,30,275,CL,0.23
150,25,30,275,EL,0.66
150,25,30,275,IL,0.51
150,25,30,300,CL,0.23
150,25,30,300,EL,0.65
150,25,30,300,IL,0.51
150,30,20,200,CL,0.14
150,30,20,200,EL,0.42
150,30,20,200,IL,0.3
150,30,20,225,CL,0.14
150,30,20,225,EL,0.42
150,30,20,225,IL,0.3
150,30,20,250,CL,0.14
150,30,20,250,EL,0.41
150,30,20,250,IL,0.3
150,30,20,275,CL,0.14
150,30,20,275,EL,0.41
150,30,20,275,IL,0.3
150,30,20,300,CL,0.14
150,30,20,300,EL,0.41
150,30,20,300,IL,0.3
150,30,22.5,200,CL,0.15
150,30,22.5,200,EL,0.46
150,30,22.5,200,IL,0.34
150,30,22.5,225,CL,0.15
150,30,22.5,225,EL,0.46
150,30,22.5,225,IL,0.34
150,30,22.5,250,CL,0.15
150,30,22.5,250,EL,0.45
150,30,22.5,250,IL,0.34
150,30,22.5,275,CL,0.15
150,30,22.5,275,EL,0.45
150,30,22.5,275,IL,0.33
150,30,22.5,300,CL,0.15
150,30,22.5,300,EL,0.45
150,30,22.5,300,IL,0.33
150,30,25,200,CL,0.17
150,30,25,200,EL,0.49
150,30,25,200,IL,0.37
150,30,25,225,CL,0.17
150,30,25,225,EL,0.49
150,30,25,225,IL,0.37
150,30,25,250,CL,0.17
150,30,25,250,EL,0.49
150,30,25,250,IL,0.37
150,30,25,275,CL,0.17
150,30,25,275,EL,0.49
150,30,25,275,IL,0.37
150,30,25,300,CL,0.16
150,30,25,300,EL,0.48
150,30,25,300,IL,0.37
150,30,27.5,200,CL,0.18
150,30,27.5,200,EL,0.52
150,30,27.5,200,IL,0.4
150,30,27.5,225,CL,0.18
150,30,27.5,225,EL,0.52
150,30,27.5,225,IL,0.4
150,30,27.5,250,CL,0.18
150,30,27.5,250,EL,0.52
150,30,27.5,250,IL,0.4
150,30,27.5,275,CL,0.18
150,30,27.5,275,EL,0.52
150,30,27.5,275,IL,0.4
150,30,27.5,300,CL,0.18
150,30,27.5,300,EL,0.52
150,30,27.5,300,IL,0.39
150,30,30,200,CL,0.2
150,30,30,200,EL,0.56
150,30,30,200,IL,0.43
150,30,30,225,CL,0.2
150,30,30,225,EL,0.56
150,30,30,225,IL,0.43
150,30,30,250,CL,0.19
150,30,30,250,EL,0.55
150,30,30,250,IL,0.43
150,30,30,275,CL,0.19
150,30,30,275,EL,0.55
150,30,30,275,IL,0.43
150,30,30,300,CL,0.19
150,30,30,300,EL,0.55
150,30,30,300,IL,0.43
150,35,20,200,CL,0.12
150,35,20,200,EL,0.36
150,35,20,200,IL,0.26
150,35,20,225,CL,0.12
150,35,20,225,EL,0.36
150,35,20,225,IL,0.26
150,35,20,250,CL,0.12
150,35,20,250,EL,0.36
150,35,20,250,IL,0.26
150,35,20,275,CL,0.12
150,35,20,275,EL,0.36
150,35,20,275,IL,0.26
150,35,20,300,CL,0.12
150,35,20,300,EL,0.35
150,35,20,300,IL,0.26
150,35,22.5,200,CL,0.13
150,35,22.5,200,EL,0.39
150,35,22.5,200,IL,0.29
150,35,22.5,225,CL,0.13
150,35,22.5,225,EL,0.39
150,35,22.5,225,IL,0.29
150,35,22.5,250,CL,0.13
150,35,22.5,250,EL,0.39
150,35,22.5,250,IL,0.29
150,35,22.5,275,CL,0.13
150,35,22.5,275,EL,0.39
150,35,22.5,275,IL,0.29
150,35,22.5,300,CL,0.13
150,35,22.5,300,EL,0.39
150,35,22.5,300,IL,0.29
150,35,25,200,CL,0.14
150,35,25,200,EL,0.42
150,35,25,200,IL,0.32
150,35,25,225,CL,0.14
150,35,25,225,EL,0.42
150,35,25,225,IL,0.32
150,35,25,250,CL,0.14
150,35,25,250,EL,0.42
150,35,25,250,IL,0.32
150,35,25,275,CL,0.14
150,35,25,275,EL,0.42
150,35,25,275,IL,0.32
150,35,25,300,CL,0.14
150,35,25,300,EL,0.42
150,35,25,300,IL,0.32
150,35,27.5,200,CL,0.16
150,35,27.5,200,EL,0.45
150,35,27.5,200,IL,0.34
150,35,27.5,225,CL,0.16
150,35,27.5,225,EL,0.45
150,35,27.5,225,IL,0.34
150,35,27.5,250,CL,0.16
150,35,27.5,250,EL,0.45
150,35,27.5,250,IL,0.34
150,35,27.5,275,CL,0.16
150,35,27.5,275,EL,0.45
150,35,27.5,275,IL,0.34
150,35,27.5,300,CL,0.15
150,35,27.5,300,EL,0.45
150,35,27.5,300,IL,0.34
150,35,30,200,CL,0.17
150,35,30,200,EL,0.48
150,35,30,200,IL,0.37
150,35,30,225,CL,0.17
150,35,30,225,EL,0.48
150,35,30,225,IL,0.37
150,35,30,250,CL,0.17
150,35,30,250,EL,0.48
150,35,30,250,IL,0.37
150,35,30,275,CL,0.17
150,35,30,275,EL,0.48
150,35,30,275,IL,0.37
150,35,30,300,CL,0.17
150,35,30,300,EL,0.47
150,35,30,300,IL,0.37
